sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,INCAL_WindSpeedNorth_daily,INCAL_RainfallRate_daily,INCAL_GlobalRadiation_daily,INCAL_RelativeHumidity_daily,INCAL_AirPressure_daily,INCAL_WindSpeedEast_daily,INCAL_DewPointTemperature_daily,INCAL_Temperature2m_daily
VCFC_018,VCF24A030,06/07/2024,187,48.1882827,16.3054565,42,0,14,0,0,0,0,0,0,0,2,0,0,-0.24360474646091462,0.013493816647678614,258.69903971354165,62.599160766601564,101229.76458333334,1.4955733054627975,14.664497884114583,22.5666197458903
VCFC_019,VCF24A049,08/07/2024,189,48.22026015,16.38459645,1,0,0,0,0,0,94,0,21,0,0,0,0,0.11265890498956045,0.02550961423936921,249.96688130696614,61.35893961588542,101232.325,1.169622045258681,15.253379313151042,23.540942764282228
VCFC_020,VCF24A010,08/07/2024,189,48.1525687,16.3701174,31,0,0,0,0,2,4,0,9,10,0,0,0,0.289734360575676,0.051424825370001294,249.6151550292969,62.692036692301436,101230.45572916667,1.3737968146800994,15.224337323506672,23.109106953938802
VCFC_021,VCF24A054,05/07/2024,186,48.238611,16.38297,10,0,0,0,0,0,45,0,7,0,0,0,0,-0.31387799431880314,0.04913851109555765,263.55865376790365,59.73675587972005,101214.66041666667,1.2697525237997374,14.375849850972493,23.031196467081706
VCFC_022,VCF24A071,08/07/2024,189,48.194892,16.282509,5,0,0,0,0,0,32,0,1,0,0,0,0,-0.05624585698048274,0.017415434531479455,247.41627502441406,65.85879592895508,101234.8625,1.3041019224872192,15.580944188435872,22.713681793212892
VCFC_023,VCF24A005,08/07/2024,189,48.202186,16.295935,0,0,0,0,0,0,10,0,0,0,0,0,0,0.047949289282162987,0.013964102708268911,248.55609334309895,65.72873153686524,101235.58697916666,1.4823683102925618,15.441428057352702,22.588520304361978
VCFC_024,VCF24A020,08/07/2024,189,48.2097492,16.3139526,0,0,0,0,0,10,54,0,0,0,0,0,0,0.05818142692248027,0.010112085361940141,249.7756612141927,64.77659606933594,101238.009375,1.176187954346339,15.370731544494628,22.75303726196289
VCFC_025,VCF24M009,09/07/2024,190,48.1820617,16.5031151,16,0,0,0,0,61,0,0,12,6,0,0,1,0.23258997735877832,0.030039873372879812,253.03252563476562,62.48655395507812,101240.8703125,0.8922933846712112,15.628120803833008,23.707150395711263
VCFC_025#2,VCF24M009,09/07/2024,190,48.1820617,16.5031151,13,9,0,0,0,0,0,0,0,0,0,0,0,0.23258997735877832,0.030039873372879812,253.03252563476562,62.48655395507812,101240.8703125,0.8922933846712112,15.628120803833008,23.707150395711263
VCFC_026,VCF24A003,09/07/2024,190,48.24752,16.439,0,0,0,0,0,0,10,0,0,0,0,0,0,0.22020926053325335,0.04705433402824989,240.9849426269531,61.63617935180664,101206.56614583333,0.6559285859266917,15.626941553751628,23.960749181111655
VCFC_027,VCF24A100,09/07/2024,190,48.193077,16.316525,24,0,0,0,0,0,21,0,4,0,0,0,1,0.20372264683246613,0.010889887347514105,245.75072784423827,63.64385197957357,101231.753125,1.5127376774946848,15.685820579528809,23.417483774820962
VCFC_028,VCF24A100,09/07/2024,190,48.193077,16.316525,0,0,0,0,0,0,26,0,0,0,0,0,0,0.20372264683246613,0.010889887347514105,245.75072784423827,63.64385197957357,101231.753125,1.5127376774946848,15.685820579528809,23.417483774820962
VCFC_029,VCF24A010,11/07/2024,192,48.1525687,16.3701174,38,0,0,1,0,0,7,0,3,3,0,0,0,0.2568347175916036,0.08157926582110425,244.73062540690105,62.501712544759116,101247.475,1.763539723555247,15.754297129313152,23.78209139506022
VCFC_030,VCF24A010,11/07/2024,192,48.1525687,16.3701174,12,0,4,0,0,0,0,0,0,0,0,0,0,0.2568347175916036,0.08157926582110425,244.73062540690105,62.501712544759116,101247.475,1.763539723555247,15.754297129313152,23.78209139506022
VCFC_031,VCF24A005,12/07/2024,193,48.202186,16.295935,0,0,0,0,0,0,8,0,0,0,0,0,0,-0.009229830900828044,0.035086155329675725,246.79400634765625,65.88434321085612,101228.653125,1.8068663368622462,15.936583137512207,23.15501251220703
VCFC_032,VCF24A009,11/07/2024,192,48.4338949,16.47867439,0,0,0,1,0,29,1,0,0,0,0,0,0,-0.00665135383605957,0.17357268094832154,249.88199157714843,68.71373875935872,101287.95364583333,0.6369342734416326,16.2012357711792,22.788277053833006
VCFC_033,VCF24A054,12/07/2024,193,48.238611,16.38297,6,0,0,0,0,0,29,0,3,0,0,0,0,-0.0016477704048156738,0.06608743565107697,251.0457773844401,62.38383916219075,101220.39739583334,1.215775328874588,15.86619300842285,24.010156631469727
VCFC_034,VCF24A124,14/07/2024,195,48.1895931,16.2977181,0,0,0,0,0,2,32,0,1,0,0,0,0,-0.32930386861165367,0.035591377905196474,248.80630798339843,64.6403434753418,101251.634375,1.7362243870894114,15.830798149108887,23.33506940205892
VCFC_035,VCF24A055,11/07/2024,192,48.26137,16.384091,84,0,0,0,0,0,12,0,0,0,0,0,0,0.035165478785832725,0.056858624813806574,247.4727813720703,63.153969065348306,101243.98489583333,0.9695202638705571,16.027742767333983,23.973358154296875
VCFC_036,VCF24A095,14/07/2024,195,48.1951118,16.2876311,65,0,0,0,0,3,47,0,20,0,0,0,0,-0.30379109382629393,0.03662453737473091,247.809614054362,65.51348597208658,101252.1203125,1.9031418111796181,15.869592666625977,23.158438364664715
VCFC_037,VCF24A010,15/07/2024,196,48.1525687,16.3701174,28,0,0,0,0,7,3,0,3,0,0,0,1,-0.4832586646080017,0.06073372032525034,255.99519856770834,61.92090835571289,101249.9359375,1.8382338841756185,15.74483420054118,23.935430018107095
VCFC_038,VCF24A010,15/07/2024,196,48.1525687,16.3701174,8,11,4,0,0,0,0,0,0,1,0,0,0,-0.4832586646080017,0.06073372032525034,255.99519856770834,61.92090835571289,101249.9359375,1.8382338841756185,15.74483420054118,23.935430018107095
VCFC_039,VCF24A016,15/07/2024,196,48.29798735,16.41942077,59,0,0,0,0,0,5,0,0,0,0,0,0,-0.15380025518437226,0.03802188577327191,258.69098409016925,64.3915278116862,101247.47291666667,1.010124929745992,16.097567876180012,23.78357365926107
VCFC_040,VCF24A133,15/07/2024,196,48.2450494,16.3722084,22,0,0,0,0,1,14,0,0,0,0,0,0,-0.4188245217005412,0.04649923211121253,264.4918589274088,61.783181508382164,101250.41458333333,1.14788978099823,15.87005983988444,24.15854860941569
VCFC_041,VCF24A014,17/07/2024,198,48.252675,16.338313,0,0,0,0,0,1,8,0,0,0,0,0,0,-0.353726061185201,0.04029112774611955,275.2808013916016,63.28239364624024,101389.021875,1.439886309703191,16.28820997873942,24.202220026652018
VCFC_042,VCF24A010,17/07/2024,198,48.1525687,16.3701174,15,0,0,0,0,1,3,0,3,0,0,0,0,-0.5089783390363057,0.06082407188633473,265.76849772135415,61.37603225708008,101373.928125,1.5374820162852605,16.281684557596844,24.69900042215983
VCFC_043,VCF24A010,17/07/2024,198,48.1525687,16.3701174,11,0,2,0,0,0,0,0,2,1,0,0,0,-0.5089783390363057,0.06082407188633473,265.76849772135415,61.37603225708008,101373.928125,1.5374820162852605,16.281684557596844,24.69900042215983
VCFC_044,VCF24A003,22/07/2024,203,48.24752,16.439,3,0,0,0,0,2,18,0,0,0,0,0,0,-0.4992542564868927,0.038821897976110145,258.0410176595052,59.017372131347656,101379.91041666667,0.8264285278817017,16.681606801350913,25.87478370666504
VCFC_045,VCF24A031,22/07/2024,203,48.2096648,16.3375929,63,0,0,0,0,3,15,0,3,0,0,0,0,-0.8118752141793569,0.026708259174483828,260.77391560872394,59.45639190673828,101413.95625,1.3492072939872741,16.61772321065267,25.590744145711263
VCFC_046,VCF24A133,22/07/2024,203,48.2450494,16.3722084,22,0,2,0,0,6,18,0,1,0,0,0,0,-0.8404936909675598,0.037815278618806285,270.7638844807943,59.579043579101565,101401.43177083334,0.8946936945120494,16.74115956624349,25.694030253092446
VCFC_047,VCF24A006,22/07/2024,203,48.232858,16.290515,25,0,0,0,0,0,11,0,0,0,0,0,0,-1.0276578227678934,0.02914779475450473,263.1729431152344,64.28153661092122,101419.03958333333,1.746080764879783,16.802412096659342,24.486271158854166
VCFC_048,VCF24A071,18/07/2024,199,48.194892,16.282509,14,0,0,0,0,0,9,0,0,0,0,0,0,-0.2913872718811035,0.03463414749673272,265.9130798339844,64.20403747558593,101426.79375,1.195423882951339,16.879127756754556,24.65887959798177
VCFC_049,VCF24A106,18/07/2024,199,48.180312,16.387895,1,0,0,0,0,47,4,0,1,0,0,0,0,-0.5488852381706237,0.055041588352469265,266.37217305501304,60.500799814860024,101428.31666666667,1.1671031355857848,16.34121774037679,24.98833796183268
VCFC_050,VCF24A010,22/07/2024,203,48.1525687,16.3701174,87,2,0,0,0,3,5,0,1,0,0,0,0,-1.2501469453175862,0.04824539556354921,258.6392873128255,59.70911560058594,101399.659375,1.4943153788646062,16.69279416402181,25.55892651875814
VCFC_051,VCF24A010,22/07/2024,203,48.1525687,16.3701174,14,0,38,0,0,2,3,0,2,1,0,0,0,-1.2501469453175862,0.04824539556354921,258.6392873128255,59.70911560058594,101399.659375,1.4943153788646062,16.69279416402181,25.55892651875814
VCFC_052,VCF24A135,22/07/2024,203,48.2520897,16.43862778,6,0,0,0,0,0,11,0,0,0,0,0,0,-0.4853498657544454,0.042860151023827106,257.8227254231771,58.95621973673503,101378.8171875,0.8121652240554492,16.675085957845052,25.892833964029947
VCFC_053,VCF24A004,22/07/2024,203,48.226806,16.1649319,1,0,0,0,0,0,21,0,0,0,0,0,0,-0.6085427498755356,0.06367181826596303,259.82911987304686,68.5791618347168,101443.68020833333,1.448713521162669,17.123205439249674,23.724570337931315
VCFC_054,VCF24A054,17/07/2024,198,48.238611,16.38297,32,0,0,0,0,0,23,0,2,0,0,0,0,-0.4454959034919739,0.04873264384270802,272.4617970784505,60.73449427286784,101371.57916666666,1.1393477737903595,16.337635040283203,24.98348185221354
VCFC_055,VCF24A003,08/07/2024,189,48.24752,16.439,2,0,0,0,0,0,1,0,0,0,0,0,0,0.18000821247696877,0.04705433402824989,245.75399373372395,61.87661463419597,101212.36302083333,0.6431118309497833,15.32766939798991,23.533399454752605
VCFC_056,VCF24A001,16/07/2024,197,48.2909924,16.3305821,16,0,0,0,0,5,55,0,0,1,0,0,0,-0.32947277824083965,0.04066148408746813,263.2160217285156,66.5070571899414,101315.11302083333,1.1381089727083842,16.49694690704346,23.57161610921224
VCFC_057,VCF24A137,22/07/2024,203,48.2247254,16.38306948,73,0,0,0,0,1,48,0,3,0,0,0,0,-0.8252874135971069,0.04960220770323455,263.5089101155599,58.46190923055013,101400.79635416667,1.1437400956948598,16.628713353474936,25.89532216389974
VCFC_058,VCF24A132,23/07/2024,204,48.1938088,16.3432726,9,0,0,0,0,0,1,0,0,0,0,0,0,-0.6737948457400004,0.03581355061584569,253.723491414388,58.55986709594727,101403.5578125,1.821576209863027,16.349336942036945,25.542247263590493
VCFC_059,VCF24A014,24/07/2024,205,48.252675,16.338313,0,0,0,0,0,3,14,0,0,1,0,0,0,-1.0093690653642018,0.038262245956624,263.4071472167969,61.657152811686196,101402.06302083333,1.8419715543588002,15.966883087158203,24.21688486735026
VCFC_060,VCF24A053,25/07/2024,206,48.10110745,16.30012191,23,0,0,0,0,17,0,0,0,1,0,0,0,-0.7340839693943659,0.051402003873105666,256.9832326253255,61.4662473042806,101366.84895833333,1.1958147794008256,16.278675715128582,24.594789250691733
VCFC_061,VCF24A055,24/07/2024,205,48.26137,16.384091,10,1,1,0,0,1,3,0,0,0,0,0,0,-1.039402644832929,0.03744919972233826,261.42703704833986,60.13457336425781,101382.33333333333,1.2971415668725967,16.15848534901937,24.88162638346354
VCFC_062,VCF24A071,25/07/2024,206,48.194892,16.282509,45,0,0,0,0,2,24,0,0,0,0,0,0,-0.6636346399784088,0.02564563647902105,255.60712483723958,62.305206553141275,101378.625,1.8167486565808455,15.915928141276042,24.09761276245117
VCFC_063,VCF24A054,24/07/2024,205,48.238611,16.38297,41,0,0,0,0,1,30,0,1,0,0,0,0,-1.1810666958491007,0.04265104214609892,261.92886606852215,59.23770243326823,101382.99895833334,1.5469610691070557,16.03331693013509,24.991146977742513
VCFC_064,VCF24A132,23/07/2024,204,48.1938088,16.3432726,0,0,0,0,0,0,2003,0,0,0,0,0,0,-0.6737948457400004,0.03581355061584569,253.723491414388,58.55986709594727,101403.5578125,1.821576209863027,16.349336942036945,25.542247263590493
VCFC_065,VCF24A085,25/07/2024,206,48.2236766,16.3742674,20,0,0,0,0,2,4,0,0,0,0,0,0,-1.1122472961743672,0.04463912239928807,260.06710357666014,57.60572509765625,101373.09895833333,1.5097038646539052,15.50777988433838,24.92224032084147
VCFC_066,VCF24A129,25/07/2024,206,48.2217373,16.3723924,11,0,0,0,0,0,25,0,1,0,0,0,0,-1.1163714706897736,0.04444008315331303,259.30213521321616,57.4894297281901,101374.5875,1.5254952669143678,15.497585868835449,24.942721557617187
VCFC_067,VCF24A061,26/07/2024,207,48.262432,16.427556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625428972641627,0.017607281433932562,263.1930557250977,56.65802230834961,101367.0875,1.004144183297952,15.287378629048666,25.05820426940918
VCFC_068,VCF24A001,26/07/2024,207,48.2909924,16.3305821,11,0,0,0,0,2,31,0,0,0,0,0,0,-0.6325260569651922,0.0019211259929761582,267.68323974609376,61.085532633463544,101407.56041666666,1.2249458809693654,15.649099858601888,24.060543568929038
VCFC_069,VCF24A132,27/07/2024,208,48.1938088,16.3432726,17,0,0,0,0,0,7,0,1,0,0,0,0,-0.8632587313652038,0.0017513770835042427,258.13805389404297,55.50083847045899,101427.28683035714,1.743823637564977,15.227581850687663,25.187742487589517
VCFC_071,VCF24A022,28/07/2024,209,48.211826,16.392461,0,0,0,0,0,0,11,0,0,0,0,0,0,-1.2029991269111633,0.0006571228809358824,259.36189978463307,53.93907775878906,101483.49720982143,1.6320913871129354,14.640137545267741,25.06761054992676
VCFC_072,VCF24A141,28/07/2024,209,48.215696,16.389651,1,0,0,0,0,0,19,0,0,0,0,0,0,-1.1984822730223337,0.0005929788335076107,260.5480858939035,54.03532918294271,101482.36104910714,1.594206992785136,14.649828592936197,25.05342394510905
VCFC_073,VCF24A010,29/07/2024,210,48.1525687,16.3701174,0,0,45,0,0,1,0,0,0,2,2,0,0,-1.930949076016744,0.002343507271614461,259.7080307006836,54.55227254231771,101496.23137019231,1.9634400278329849,14.14717165629069,24.379521560668945
VCFC_074,VCF24A010,29/07/2024,210,48.1525687,16.3701174,15,0,0,0,0,2,6,0,3,0,0,0,0,-1.930949076016744,0.002343507271614461,259.7080307006836,54.55227254231771,101496.23137019231,1.9634400278329849,14.14717165629069,24.379521560668945
VCFC_075,VCF24A142,30/07/2024,211,48.251925,16.320591,0,0,0,0,0,0,646,0,0,0,0,0,0,-0.8891718536615372,0.010078052850197613,269.7557520185198,56.26356608072917,101534.00661057692,1.5811777075131734,13.789726257324219,23.540455500284832
VCFC_076,VCF24A142,30/07/2024,211,48.251925,16.320591,0,0,0,0,0,0,121,0,0,0,0,0,0,-0.8891718536615372,0.010078052850197613,269.7557520185198,56.26356608072917,101534.00661057692,1.5811777075131734,13.789726257324219,23.540455500284832
VCFC_078,VCF24A149,01/08/2024,213,48.165943,16.324441,0,0,0,0,0,0,3,0,0,0,0,0,0,-1.1306236724058787,0.020426213111507725,251.96794891357422,54.85086263020833,101355.49579326923,1.634249795973301,14.03074607849121,24.215251922607422
VCFC_079,VCF24A149,01/08/2024,213,48.165943,16.324441,2,0,0,0,0,0,2,0,0,0,0,0,0,-1.1306236724058787,0.020426213111507725,251.96794891357422,54.85086263020833,101355.49579326923,1.634249795973301,14.03074607849121,24.215251922607422
VCFC_080,VCF24A004,31/07/2024,212,48.226806,16.1649319,36,0,0,0,0,0,40,0,0,0,0,0,0,-0.8529791037241617,0.0438434573278452,264.1832526070731,61.462684377034506,101484.99699519231,1.2224809060494104,14.357596524556477,22.78053550720215
VCFC_081,VCF24A133,31/07/2024,212,48.2450494,16.3722084,0,0,0,0,0,7,21,0,0,0,0,0,0,-1.025545530517896,0.001673028714776592,264.44612884521484,53.18373413085938,101446.70913461539,0.8343468445042769,13.671286582946777,24.400097529093426
VCFC_082,VCF24A035,24/07/2024,205,48.1564925,16.28339381,12,21,7,0,1,0,0,0,0,0,0,1,0,-0.9666153430938721,0.033908956562424916,255.74442291259766,62.69855270385742,101395.2078125,1.6635173201560973,16.275327746073405,24.28432413736979
VCFC_083,VCF24A035,24/07/2024,205,48.1564925,16.28339381,57,0,0,0,0,8,1,0,0,0,0,0,0,-0.9666153430938721,0.033908956562424916,255.74442291259766,62.69855270385742,101395.2078125,1.6635173201560973,16.275327746073405,24.28432413736979
VCFC_084,VCF24A035,30/07/2024,211,48.1564925,16.28339381,0,6,3,0,0,0,0,0,0,0,0,0,0,-0.8784555455048879,0.007554396486743068,266.6281961713518,56.42846527099609,101520.58653846153,1.1850914011398952,14.055840237935383,23.806268183390298
VCFC_085,VCF24A035,31/07/2024,212,48.1564925,16.28339381,52,0,0,0,0,1,4,0,0,0,0,0,0,-0.7377992937962214,0.0291458222359059,261.08215713500977,55.92060089111328,101453.24519230769,1.0812635670105617,14.067304674784342,23.959046427408854
VCFC_086,VCF24A014,31/07/2024,212,48.252675,16.338313,33,0,0,0,0,7,12,0,0,0,0,0,0,-0.874753013253212,0.004105993004244132,262.8802239554269,54.81162796020508,101460.44110576923,1.135946693023046,13.716594123840332,23.896107610066732
VCFC_087,VCF24A142,31/07/2024,212,48.251925,16.320591,0,0,0,0,0,0,7,0,0,0,0,0,0,-0.7627508680025736,0.009817633172254621,261.25390243530273,55.772553253173825,101466.31790865384,1.4772090554237365,13.81269130706787,23.70002950032552
VCFC_088,VCF24A144,01/08/2024,213,48.196621,16.391428,0,0,0,0,0,0,117,0,0,0,0,0,0,-0.9893330891927083,0.01150535973404961,247.72862679617745,52.568121337890624,101361.90925480769,1.6815187911192575,13.706804434458414,24.564930725097657
VCFC_089,VCF24A146,02/08/2024,214,48.202099,16.343202,25,4,0,0,0,1,7,0,1,0,0,0,0,-0.7774253437916437,0.01154585364291118,245.83393096923828,53.66886978149414,101317.91165865384,1.954876747727394,13.715440718332927,24.255801518758137
VCFC_090,VCF24A054,04/08/2024,216,48.238611,16.38297,1,0,0,0,0,0,23,0,0,0,0,0,0,-0.9195821980635325,0.025113788277061153,248.925047654372,56.404039764404295,101357.48046875,1.5363407343626023,13.843783187866212,23.6200257619222
VCFC_091,VCF24A055,03/08/2024,215,48.26137,16.384091,16,9,0,0,0,1,1,0,0,0,0,0,0,-0.7400199313958485,0.006096475844500068,263.2116264930138,55.65230026245117,101312.33203125,1.1531712959210079,13.828546142578125,23.86055768330892
VCFC_092,VCF24A150,05/08/2024,217,48.204611,16.267526,2,6,0,0,0,19,1,0,1,0,0,0,0,-0.6278960297505061,0.061564352611094365,246.93372403658353,61.32075068155925,101384.69205729167,2.124310848116875,14.013220659891765,22.521878814697267
VCFC_093,VCF24A124,05/08/2024,217,48.1895931,16.2977181,4,0,0,0,0,0,46,0,1,0,0,0,0,-0.559949167072773,0.04116118959427695,250.35307077261118,59.00829162597656,101381.28059895833,1.6247893596688907,13.878691101074219,22.95601132710775
VCFC_094,VCF24A084,05/08/2024,217,48.29387095,16.29527035,39,4,0,3,0,1,5,0,0,0,0,0,0,-0.4547236904501915,0.018667894899651098,254.01280857966498,60.88787689208984,101396.625,1.6952959597110748,13.904752349853515,22.38760426839193
VCFC_095,VCF24A004,05/08/2024,217,48.226806,16.1649319,8,0,0,0,0,0,22,0,0,0,0,0,0,-0.7445610572894414,0.0930572921798254,254.24533198429987,64.65964050292969,101410.19140625,1.7573062111934026,14.08854242960612,21.690686416625976
VCFC_096,VCF24A022,05/08/2024,217,48.211826,16.392461,40,0,0,0,0,0,8,0,0,0,0,0,0,-0.8428989990303913,0.023536557474168756,246.6568638728215,55.38869603474935,101378.12109375,1.559333590666453,13.450890191396077,23.524502309163413
VCFC_097,VCF24A149,08/08/2024,220,48.165943,16.324441,2,0,0,0,0,0,3,0,1,0,0,0,0,-0.7540279472867648,0.0380110219521157,253.85228377122147,57.93861465454101,101363.13736979167,1.3960731481512387,13.8536652247111,23.23134167989095
VCFC_098,VCF24A051,07/08/2024,219,48.2389401,16.3107359,0,2,0,0,0,0,45,0,0,0,0,0,0,-0.6980219294627508,0.046216308534561296,257.36194610595703,59.09254379272461,101352.55208333333,1.35553337931633,13.64488442738851,22.663553746541343
VCFC_099,VCF24A141,07/08/2024,219,48.215696,16.389651,2,0,0,0,0,0,26,0,1,0,0,0,0,-0.6398639040688674,0.02115082626357131,254.5484630878155,55.47046000162761,101340.19986979167,1.147676228483518,13.43269780476888,23.522223281860352
VCFC_100,VCF24A129,08/08/2024,220,48.2217373,16.3723924,75,0,0,0,0,1,49,0,2,0,0,0,0,-0.6007597828904788,0.029019266791874544,254.819339458759,55.879459889729816,101364.12630208333,1.0657003223896027,13.604215939839682,23.610783767700195
VCFC_101,VCF24A133,09/08/2024,221,48.2450494,16.3722084,0,0,2,0,0,25,12,0,0,0,0,0,0,-0.7084511260191599,0.029300979173664626,254.76323641263522,56.97846908569336,101412.16536458333,0.985731495047609,13.893924903869628,23.577979405721027
VCFC_102,VCF24A135,09/08/2024,221,48.2520897,16.43862778,2,0,0,0,0,0,5,0,0,0,0,0,0,-0.24489033594727516,0.009811658764374443,244.43936685415414,56.252689361572266,101389.30078125,0.7796999019881089,13.804100481669108,23.774399058024088
VCFC_103,VCF24A004,08/08/2024,220,48.226806,16.1649319,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5934981356064478,0.058678114359887935,253.6109114426833,64.44785385131836,101393.982421875,1.5353691866000494,14.17990328470866,21.873524475097657
VCFC_104,VCF24A035,07/08/2024,219,48.1564925,16.28339381,40,33,7,0,0,0,0,0,0,0,0,0,0,-0.4556467960278193,0.04116158530438649,255.86846689077524,59.59802169799805,101346.044921875,1.091972455382347,13.85749994913737,22.757771555582682
VCFC_105,VCF24A035,07/08/2024,219,48.1564925,16.28339381,36,0,0,1,0,1,5,0,0,0,0,0,0,-0.4556467960278193,0.04116158530438649,255.86846689077524,59.59802169799805,101346.044921875,1.091972455382347,13.85749994913737,22.757771555582682
VCFC_106,VCF24A035,11/08/2024,223,48.1564925,16.28339381,25,0,0,0,0,0,0,0,0,5,2,0,0,-0.671107738216718,0.04115175668339362,251.1705834524972,59.54831771850586,101453.640625,1.228040944536527,14.321167691548665,23.291146977742514
VCFC_107,VCF24A035,11/08/2024,223,48.1564925,16.28339381,86,2,0,0,0,2,5,0,0,0,0,0,0,-0.671107738216718,0.04115175668339362,251.1705834524972,59.54831771850586,101453.640625,1.228040944536527,14.321167691548665,23.291146977742514
