sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,INCAL_WindSpeedNorth_daily,INCAL_RainfallRate_daily,INCAL_GlobalRadiation_daily,INCAL_RelativeHumidity_daily,INCAL_AirPressure_daily,INCAL_WindSpeedEast_daily,INCAL_DewPointTemperature_daily,INCAL_Temperature2m_daily,Yearly_TM,Yearly_RR,Yearly_SA,Monthly_TM,Monthly_RR,Monthly_SA,Daily_TX,Daily_TN,Daily_RR,Daily_SA
VCFC_109,VCF24A040,2024-08-12,224,48.16464,16.29894, 24, 0, 0, 0, 0,  2,   1,  0, 0, 0, 0,0, 0,-0.729957186,8.993644e-02,247.67876,60.03889,101366.9, 1.364677547,14.8395856,23.693854,13.26631, 793.0052,7229584,24.316597, 70.958710,966481.5,29.903444,16.996132, 1.849987050,32392.132
VCFC_110,VCF24A106,2024-08-12,224,48.18031,16.38790, 84, 0, 0, 0, 0, 28,   4,  0, 1, 0, 0,0, 0,-0.904786946,1.097214e-01,245.90615,56.58536,101370.4, 1.709442402,14.3826569,24.104501,13.92957, 736.1318,7301576,25.080563, 90.255920,947063.2,29.861392,18.602263, 1.366599623,31698.720
VCFC_111,VCF24A151,2024-07-12,193,48.19945,16.34968,  8, 0, 0, 0, 0,  5, 330,  0, 1, 0, 0,0, 0, 0.328253714,4.975359e-02,248.16818,61.24144,101238.3, 1.642159324,15.7153106,24.151245,14.37542, 783.2819,7300588,25.073986, 22.280798,921446.4,30.220394,19.923164, 1.356385287,26273.089
VCFC_112,VCF24A001,2024-08-12,224,48.29099,16.33058, 11, 5, 0, 0, 0,  1,  28,  0, 0, 0, 0,0, 0,-0.433475310,2.291254e-02,248.83627,61.01637,101375.8, 0.951525589,14.8667449,23.440534,13.11834, 870.5637,6911278,24.093491,116.830872,931741.8,29.577536,17.182044, 1.665755474,31219.505
VCFC_114,VCF24A084,2024-08-13,225,48.29387,16.29527, 39, 0, 0, 0, 0,  1,  13,  0, 0, 0, 0,0, 0,-0.267286135,2.532404e-02,241.24685,63.10882,101368.8, 1.398021076,15.5142557,23.449167,12.79534, 946.0264,6789198,23.718218,111.664383,931951.7,29.881688,16.926125, 1.876110711,30319.455
VCFC_115,VCF24A067,2024-07-26,207,48.29614,16.56400,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.944474374,1.131598e-02,267.46706,59.86279,101389.8, 1.105902257,15.3781111,24.321238,13.39325, 666.0167,7501088,24.005188, 20.835512,979251.5,29.954049,19.143789, 0.993230532,32424.580
VCFC_116,VCF24A067,2024-08-12,224,48.29614,16.56400,  0, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-0.533715433,4.190604e-02,243.75591,61.39914,101366.0, 0.720281326,14.6234720,23.329433,13.39325, 666.0167,7501088,24.445301, 60.503880,976264.9,29.736777,16.808210, 1.215004569,32076.880
VCFC_117,VCF24A004,2024-08-13,225,48.22681,16.16493,  3, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0,-0.496241283,8.721610e-02,234.24407,67.17865,101381.3, 1.446255433,15.7302012,22.698843,12.19812,1046.7411,6747730,22.956123, 63.773964,942611.8,29.471978,15.863145, 2.483028127,30256.976
VCFC_118,VCF24A014,2024-08-13,225,48.25268,16.33831,  0, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0,-0.500779445,5.966514e-02,241.48652,60.63603,101357.6, 1.210979536,15.2132965,23.843448,13.25449, 864.3170,7240516,24.242149,114.404236,937550.9,29.990930,17.853235, 1.591865065,30231.375
VCFC_119,VCF24A125,2024-08-01,213,48.22984,16.35489, 20, 0, 0, 0, 0,  0,  32,  0, 0, 0, 0,0, 0,-0.907007042,5.140399e-03,256.29604,53.86892,101358.2, 1.295737999,13.8148513,24.319535,13.91065, 786.3399,7356790,25.081257,106.765602,935952.5,30.218774,19.189139, 0.194908294,30832.819
VCFC_120,VCF24A019,2024-08-13,225,48.20722,16.37597,  0, 0, 0, 0, 0,  0,   6,  0, 0, 0, 0,0, 0,-0.436759523,5.318329e-02,237.27985,57.00409,101356.1, 1.171980401,15.1774986,24.850409,14.58838, 756.9610,7310318,25.790897,101.956406,941367.1,30.504319,19.908116, 1.396537398,30836.578
VCFC_121,VCF24A148,2024-08-12,224,48.21103,16.37719, 99, 0, 0, 0, 0,  9,   7,  0, 0, 0, 0,0, 0,-0.634777201,4.721006e-02,245.73361,56.31096,101370.6, 1.201519171,14.5386804,24.460921,14.49770, 753.3109,7317246,25.708418,102.324554,940815.1,30.079253,19.534649, 1.378012652,31416.022
VCFC_122,VCF24A071,2024-08-16,228,48.19489,16.28251, 14, 0, 0, 0, 0,  3,  12,  0, 0, 0, 0,0, 0,-0.308184754,8.636917e-02,239.00902,63.56449,101418.9, 1.254337096,16.1335625,24.076851,13.24484, 849.2347,7208020,24.249722, 82.470833,966491.5,30.737919,18.033455, 1.923971698,31574.639
VCFC_123,VCF24A149,2024-08-14,226,48.16594,16.32444,  0, 0, 0, 0, 0,  0,   4,  0, 0, 0, 0,0, 0,-0.843901672,8.755482e-02,236.71175,60.30247,101356.1, 1.612347325,15.7034170,24.390907,13.52439, 780.4857,7278145,24.635929, 78.083786,958156.8,30.659128,18.351146, 1.751661265,30426.055
VCFC_124,VCF24A030,2024-08-18,230,48.18828,16.30546, 15, 0, 0, 0, 0,  4,   8,  0, 1, 0, 0,0, 2,-0.271288985,7.574697e-02,230.97681,63.36300,101379.8, 1.158364710,16.5486970,24.556083,13.46038, 811.0170,7228854,24.511129, 84.031609,958622.9,31.219601,18.616802, 5.278584996,31040.098
VCFC_125,VCF24A084,2024-08-18,230,48.29387,16.29527, 17, 0, 0, 0, 0,  6,  14,  0, 0, 0, 0,0, 0,-0.104598223,3.628196e-02,237.74277,65.74808,101398.5, 1.305445818,16.5159269,23.823406,12.79534, 946.0264,6789198,23.718218,111.664383,931951.7,30.562215,17.869709, 7.163866129,30227.521
VCFC_126,VCF24A142,2024-08-14,226,48.25192,16.32059,  0, 0, 0, 0, 0,  1,2271,  0, 0, 0, 0,0, 0,-0.472668346,6.811373e-02,237.95622,61.72913,101371.9, 1.972284940,15.5037801,23.770303,12.87590, 898.6568,7187462,23.739788,114.151749,941515.2,29.925062,17.761327, 1.727776448,29432.217
VCFC_127,VCF24A008,2024-08-19,231,48.21031,16.32637, 20, 0, 0, 0, 0,  3,  14,  0, 2, 0, 0,0, 6,-0.314529674,8.267274e-02,237.94517,62.07372,101374.3, 1.029235113,16.5208028,24.850437,13.88827, 813.2527,7272618,25.002428, 97.813507,946174.7,31.132439,19.805508, 6.085023911,31590.098
VCFC_128,VCF24A009,2024-08-18,230,48.43389,16.47867, 25, 0, 0, 0, 0,  0,  11,  0, 0, 0, 0,0, 0,-0.262161425,4.891283e-02,232.64821,66.05374,101412.0, 0.415945603,16.4142120,23.769857,13.09008, 730.5518,7261222,24.242275, 80.323402,955465.2,30.762307,18.275650, 3.984956173,31199.219
VCFC_129,VCF24A133,2024-08-19,231,48.24505,16.37221,  7, 0, 0, 0, 0,  1,   4,  0, 0, 0, 0,0, 0,-0.418063679,1.927463e-01,245.61272,62.27240,101363.2, 0.693215593,16.6670609,25.008489,13.85212, 777.1276,7352119,24.964468,109.779312,937713.6,31.494777,19.473772, 6.988272437,31274.357
VCFC_130,VCF24A056,2024-08-19,231,48.20227,16.34719,  6, 0, 0, 0, 0,  0,   7,  0, 0, 0, 0,0, 0,-0.191970288,8.943697e-02,236.31604,59.96773,101377.8, 1.089580618,16.4419839,25.343081,14.36407, 785.9788,7301873,25.537071, 98.975746,943335.4,31.335212,20.627594, 6.185638607,31427.521
VCFC_131_1,VCF24A049,2024-07-22,203,48.22026,16.38460,  0, 0, 0, 0, 0,  0,  21,  0, 0, 0, 0,0, 0,-0.837621274,5.109324e-02,262.38465,58.27050,101402.5, 1.184214687,16.6042373,25.920849,14.24639, 741.6365,7312748,25.033268, 19.136593,922059.7,31.548317,21.220719, 0.875446682,30555.979
VCFC_131_2,VCF24A164,2024-07-22,203,46.71321,11.66476, 46, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_131_3,VCF24A165,2024-07-22,203,48.11494,11.58329,  0, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0, 0.454920029,8.847285e-02,251.50152,69.46933,101460.1, 1.021975974,16.5621559,22.989457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_132,VCF24A142,2024-08-20,232,48.25192,16.32059,  0, 0, 0, 0, 0,  0, 292,  0, 0, 0, 0,0, 0,-0.326306505,1.376928e-01,230.63177,65.03599,101377.4, 1.859310164,16.7945274,24.310421,12.87590, 898.6568,7187462,23.739788,114.151749,941515.2,30.563869,18.346389, 6.509545693,32847.999
VCFC_133,VCF24A014,2024-08-20,232,48.25268,16.33831,  0, 0, 0, 0, 0,  5,  15,  0, 0, 0, 0,0, 0,-0.372729582,1.715682e-01,232.25403,64.30671,101371.0, 1.397785592,16.8198135,24.544860,13.25449, 864.3170,7240516,24.242149,114.404236,937550.9,31.101640,18.862893, 6.576309956,32655.396
VCFC_134,VCF24A084,2024-08-19,231,48.29387,16.29527, 25, 0, 0, 0, 0, 11,  23,  0, 0, 0, 0,0, 0,-0.085971123,2.717288e-02,242.62190,65.56209,101389.6, 1.250888288,16.6753365,24.033998,12.79534, 946.0264,6789198,23.718218,111.664383,931951.7,30.455161,18.030146, 6.855409581,31113.581
VCFC_135,VCF24A102,2024-08-18,230,48.16143,16.37724,  0, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-0.795959858,1.095664e-01,229.02893,61.20297,101374.1, 1.431593510,16.2038083,24.691393,13.57020, 732.1738,7311206,24.698660, 82.758598,953793.8,31.185627,19.052569, 5.269805823,30635.569
VCFC_136,VCF24A003,2024-08-21,233,48.24752,16.43900,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.161465398,1.416362e-01,219.27108,61.00541,101350.8, 0.730210660,16.5852051,25.272063,13.73870, 721.7471,7329652,24.888153, 91.393059,949038.9,31.794317,19.851224, 5.255439687,30366.250
VCFC_137,VCF24A040,2024-08-21,233,48.16464,16.29894, 37, 0, 0, 0, 0, 21,   3,  0, 2, 0, 0,0, 1,-0.537887219,8.982208e-02,219.06759,64.01352,101379.6, 1.426938226,16.7789118,24.569196,13.26631, 793.0052,7229584,24.316597, 70.958710,966481.5,31.460658,19.007048, 3.664816032,31056.246
VCFC_138,VCF24A153,2024-08-20,232,48.20835,16.37250,  0, 0, 0, 0, 0,  0,   4,  0, 0, 0, 0,0, 0,-0.337154220,1.269048e-01,221.30354,60.06889,101368.5, 1.298543019,16.7866386,25.653243,14.64258, 760.4434,7318491,25.843397,102.586174,942600.6,31.953007,21.013993, 5.902899916,32711.356
VCFC_139,VCF24A129,2024-08-21,233,48.22174,16.37239,  9, 1, 0, 0, 0,  4,  44,  0, 1, 0, 0,0, 0,-0.442023826,1.535909e-01,219.15221,61.17193,101379.1, 1.159439121,16.6478732,25.212254,14.37381, 755.4401,7364048,25.580437,104.728394,942232.2,31.987173,20.975198, 6.091804104,29919.390
VCFC_140,VCF24A054,2024-08-21,233,48.23861,16.38297, 60, 0, 0, 0, 0,  8,  50,  0, 2, 0, 0,0, 0,-0.461717377,1.723501e-01,222.85338,62.22817,101371.7, 1.014726441,16.7274295,25.031552,13.93061, 754.6767,7336334,25.118755,107.375252,938249.2,31.922575,20.250206, 6.279090305,29750.472
VCFC_141,VCF24A149,2024-08-21,233,48.16594,16.32444,  2, 0, 0, 0, 0,  0,   4,  0, 0, 0, 0,0, 0,-0.723239934,8.738384e-02,218.40198,62.73704,101377.6, 1.523613571,16.7215949,24.838931,13.52439, 780.4857,7278145,24.635929, 78.083786,958156.8,31.592544,19.526300, 4.163733332,30655.352
VCFC_142,VCF24A152,2024-08-22,234,48.21495,16.30712, 11, 0, 0, 0, 0,  0,   2,  0, 0, 0, 0,0, 1,-0.336763019,1.329362e-01,222.77377,63.93036,101386.6, 0.992906564,16.5814170,24.413435,13.36502, 851.2786,7256156,24.386185, 96.992012,954357.9,30.889118,19.296298, 5.389681255,29184.388
VCFC_143,VCF24A121,2024-08-22,234,48.19364,16.39629, 18, 0, 0, 0, 0,  1,  13,  0, 0, 0, 0,0, 0,-0.461391418,6.982822e-02,221.75473,59.78869,101382.5, 1.217379351,16.3381631,25.197420,14.09851, 735.5762,7306656,25.235428, 93.443054,943201.3,31.457525,20.514050, 5.336593795,28870.269
VCFC_144,VCF24A051,2024-08-22,234,48.23894,16.31074, 17, 0, 0, 0, 0,  1,  29,  0, 0, 0, 0,0, 0,-0.443790850,1.587153e-01,226.15553,64.61458,101394.8, 1.286185288,16.5170616,24.135749,13.04275, 884.2587,7216905,23.973738,107.589592,948670.6,30.411027,18.911038, 6.088171104,28982.143
VCFC_145,VCF24A003,2024-08-26,238,48.24752,16.43900,  0, 0, 0, 0, 0,  0,  20,  0, 0, 0, 0,0, 0,-0.295344583,1.408041e-01,213.87842,62.28895,101356.5, 0.761334775,16.4171295,24.725741,13.73870, 721.7471,7329652,24.888153, 91.393059,949038.9,31.317016,19.157865, 5.189285022,31120.469
VCFC_146,VCF24A084,2024-08-26,238,48.29387,16.29527,  0, 0, 0, 0, 0,  4,   6,  0, 0, 1, 0,0, 0,-0.215695116,2.571507e-02,217.97720,67.49125,101409.2, 1.563422284,16.6313684,23.473998,12.79534, 946.0264,6789198,23.718218,111.664383,931951.7,30.031467,17.696831, 6.055166798,30533.746
VCFC_147,VCF24A141,2024-08-23,235,48.21570,16.38965, 19, 0, 0, 0, 0,  0,   2,  0, 2, 0, 0,0, 0,-0.150878945,1.331760e-01,222.77388,60.09712,101359.0, 0.809951556,16.5418972,25.404430,14.23001, 738.9146,7301966,25.438141,101.304283,938614.4,31.561285,20.255566, 5.796123333,30376.473
VCFC_148,VCF24A054,2024-08-25,237,48.23861,16.38297,381, 0, 0, 0, 0, 14,  44,  0, 1, 0, 0,0, 0,-0.508601787,1.715277e-01,224.19026,62.97024,101335.1, 0.870673935,16.6576010,24.741402,13.93061, 754.6767,7336334,25.118755,107.375252,938249.2,31.799445,19.606821, 6.181542928,31735.207
VCFC_149,VCF24A066_2,2024-08-26,238,47.83265,16.62261, 34,60, 0, 0, 0,116,   3,  0, 0,13, 0,0, 0,-1.769939251,2.687184e-02,211.07814,67.90806,101328.0, 0.997940786,17.6540829,24.432370,13.83089, 691.0748,7455022,25.106512, 47.277012,992350.6,31.982508,19.396547, 0.960127923,33122.781
VCFC_150,VCF24A082,2024-08-19,231,48.30174,15.89634,151, 0, 0, 0, 0, 12,   6,  0, 0, 0, 0,0, 0, 0.498901177,9.978340e-02,231.48900,70.35962,101385.1, 1.415883988,17.4130461,23.655332,13.06452, 851.2673,7057580,24.236414, 54.575966,922621.9,31.241984,18.247062, 2.550520325,30055.809
VCFC_151,VCF24A128,2024-08-26,238,48.20730,16.52647,  8, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.558224909,5.421922e-02,224.67516,63.90070,101403.5, 1.041784283,16.5398393,24.336528,13.30000, 685.3202,7412978,24.381443, 57.845325,972298.9,31.212356,18.371255, 3.005507510,32029.304
VCFC_152,VCF24A004,2024-08-26,238,48.22681,16.16493, 47, 0, 0, 0, 0,  1,  40,  0, 0, 0, 0,0, 0,-0.380339142,5.809917e-02,211.68818,70.90814,101422.7, 1.690552716,16.7378592,22.786176,12.19812,1046.7411,6747730,22.956123, 63.773964,942611.8,29.358826,16.665154, 2.642353720,31060.978
VCFC_153,VCF24A010,2024-08-26,238,48.15257,16.37012, 10, 0, 0, 0, 0,  2,   7,  0, 0, 0, 0,0, 0,-0.940197097,1.033272e-01,211.85021,62.90917,101380.2, 1.726023319,16.4280672,24.434906,13.52043, 729.4509,7325177,24.686167, 76.729500,955315.1,31.061554,18.893678, 3.983529409,31381.199
VCFC_154,VCF24A010,2024-08-26,238,48.15257,16.37012,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.940197097,1.033272e-01,211.85021,62.90917,101380.2, 1.726023319,16.4280672,24.434906,13.52043, 729.4509,7325177,24.686167, 76.729500,955315.1,31.061554,18.893678, 3.983529409,31381.199
VCFC_155,VCF24A154,2024-08-26,238,48.17964,16.33456, 35, 0, 0, 0, 0,  0,   8,  0, 7, 0, 0,0, 0,-0.526398096,7.212768e-02,211.14429,63.02806,101390.7, 1.518073248,16.4992600,24.506490,13.84572, 782.7036,7284060,24.991953, 87.292732,950242.7,31.148090,19.368293, 4.685693098,30911.148
VCFC_156,VCF24A128,2024-08-27,239,48.20730,16.52647,  0, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-0.477510548,3.999868e-02,222.57828,64.05584,101451.4, 0.992258123,16.4341728,24.191528,13.30000, 685.3202,7412978,24.381443, 57.845325,972298.9,30.912342,18.350827, 2.625507523,31484.320
VCFC_157,VCF24A098,2024-08-27,239,48.15465,16.18490,  7, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.146433308,3.954453e-02,209.95035,69.41375,101476.1, 1.457129824,16.3039099,22.711434,12.28565, 941.2458,6832586,23.003485, 62.695675,944254.9,28.798268,16.815863, 1.586445446,30570.340
VCFC_158,VCF24A107,2024-07-31,212,48.18660,16.37468,  0, 0, 0, 0, 0,  0,   4,  0, 0, 0, 0,0, 0,-1.033131798,2.401226e-02,252.20098,51.62418,101458.7, 1.450476141,13.5284642,24.669893,14.25841, 753.8261,7280986,24.957205, 20.632641,931961.1,30.232440,19.900853, 0.182349704,32588.549
VCFC_159,VCF24A018,2024-08-28,240,48.18784,16.35678,  4, 0, 0, 0, 0, 10,  19,  0, 2, 0, 0,0, 0,-0.447181549,4.223771e-02,212.01885,61.19430,101482.7, 1.472724158,16.3163720,24.822902,14.21836, 771.3408,7280314,25.382994, 95.103127,946578.9,30.806931,19.734837, 4.722365759,30721.135
VCFC_160,VCF24A053,2024-08-28,240,48.10111,16.30012, 59, 0, 0, 0, 0,  7,   3,  0, 2, 0, 0,0, 1,-0.384647970,3.492652e-02,209.33712,64.46662,101462.7, 0.969394977,16.5669734,24.234489,13.20162, 713.0952,7324246,24.395151, 36.467079,979275.5,30.761925,17.899476, 0.965295735,31697.676
VCFC_161,VCF24A141,2024-08-28,240,48.21570,16.38965, 10, 0, 0, 0, 0,  1,  24, 27, 1, 0, 0,0, 0,-0.600979314,1.173490e-01,215.44606,62.14612,101470.2, 1.269371758,16.3299589,24.581358,14.23001, 738.9146,7301966,25.438141,101.304283,938614.4,31.014803,19.706010, 5.379321658,30341.380
VCFC_162,VCF24A149,2024-08-24,236,48.16594,16.32444,  0, 0, 0, 0, 0,  2,   5,  7, 0, 0, 0,0, 0,-0.422449799,8.607599e-02,220.73422,62.36513,101333.1, 1.136987626,16.7213736,24.961270,13.52439, 780.4857,7278145,24.635929, 78.083786,958156.8,31.510458,18.892142, 4.010602065,31745.439
VCFC_163,VCF24A047,2024-08-28,240,48.19438,16.31969,  0, 0, 0, 0, 0,  4,   9,  5, 0, 0, 0,0, 0,-0.431023735,2.669238e-02,213.54684,64.28018,101477.5, 1.632118048,16.4255692,24.130547,13.85226, 807.1347,7261521,24.979330, 90.545128,949393.5,30.587856,19.070479, 4.193826906,30707.571
VCFC_164,VCF24A056,2024-08-30,242,48.20227,16.34719,  0, 0, 0, 0, 0,  0,   1,  2, 0, 0, 0,0, 0,-0.674273843,6.469436e-02,207.68295,62.37714,101515.8, 1.349848888,16.2872746,24.504175,14.36407, 785.9788,7301873,25.537071, 98.975746,943335.4,30.749524,19.935277, 5.009637057,30945.998
VCFC_165,VCF24A054,2024-08-31,243,48.23861,16.38297, 27, 0, 0, 0, 0,220, 102,102, 2, 0, 0,0, 0,-0.809885388,5.778934e-03,217.87932,63.32266,101528.3, 0.827565359,16.1527856,24.146087,13.93061, 754.6767,7336334,25.118755,107.375252,938249.2,30.845865,18.944565, 5.778836417,30875.564
VCFC_166,VCF24A001,2024-09-01,244,48.29099,16.33058,126, 0, 0, 0, 0,  1,  46,  0, 0, 0, 0,0, 0,-0.439028259,1.737457e-03,218.19013,64.74100,101586.2, 0.813483651,16.0043759,23.624895,13.11834, 870.5637,6911278,17.348047,280.750183,638241.5,29.817378,17.545100, 0.223636685,31494.784
VCFC_167,VCF24A125,2024-08-19,231,48.22984,16.35489,  5, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-0.364955727,1.628985e-01,241.57181,61.83931,101368.8, 0.870897738,16.5732016,24.994771,13.91065, 786.3399,7356790,25.081257,106.765602,935952.5,31.363408,19.723898, 6.768093660,31134.210
VCFC_168,VCF24A149,2024-08-30,242,48.16594,16.32444,  3, 0, 0, 0, 0,  0,   2,  1, 0, 0, 0,0, 0,-0.981050945,3.658738e-02,208.22510,64.43062,101503.0, 1.402638729,16.4017533,24.090243,13.52439, 780.4857,7278145,24.635929, 78.083786,958156.8,30.604950,18.253350, 3.409215504,31216.265
VCFC_169,VCF24A006,2024-09-01,244,48.23286,16.29051,  0, 0, 0, 0, 0,  1,  12,  4, 0, 0, 0,0, 0,-0.787451687,3.228917e-04,214.56864,64.62657,101586.5, 1.271500780,15.8898158,23.506150,12.62921, 913.4418,7043172,16.728317,308.780243,639335.4,29.077105,16.811738, 0.156481725,31994.168
VCFC_170,VCF24A022,2024-09-01,244,48.21183,16.39246, 14, 2, 0, 0, 0,  0,  21,  3, 0, 0, 0,0, 0,-0.799781615,1.869865e-03,212.06369,59.35733,101571.8, 1.024383239,15.6583001,24.700461,14.27861, 738.0645,7297200,18.629606,228.347626,670910.1,30.951354,19.543263, 0.093483714,31713.615
VCFC_171,VCF24A085,2024-09-02,245,48.22368,16.37427,  7, 5, 0, 0, 0,  3,   9,  6, 0, 0, 0,0, 0,-0.635483825,1.465518e-03,214.51368,58.82259,101589.0, 0.535653383,15.4717476,24.734527,14.29391, 754.3499,7362679,18.586267,231.373550,664447.4,31.029080,19.495799, 0.061432262,32805.419
VCFC_173,VCF24A129,2024-09-02,245,48.22174,16.37239, 31, 0, 0, 0, 0, 42,  30, 69, 2, 0, 0,0, 0,-0.626718323,1.359553e-03,214.17703,58.56164,101590.2, 0.539662884,15.4551341,24.788337,14.37381, 755.4401,7364048,18.670694,232.965027,664853.3,31.066626,19.656336, 0.064085052,32856.755
VCFC_174,VCF24A010,2024-09-02,245,48.15257,16.37012,  9, 0, 0, 0, 0,  0,   2,  1, 0, 0, 0,0, 0,-0.731013367,9.836456e-04,210.47883,58.44400,101583.5, 0.634380764,15.4383362,24.759941,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,30.694034,18.053188, 0.135011754,33167.624
VCFC_175,VCF24A010,2024-09-02,245,48.15257,16.37012,  0, 1, 4, 0, 1,  0,   0,  0, 0, 0,10,0, 0,-0.731013367,9.836456e-04,210.47883,58.44400,101583.5, 0.634380764,15.4383362,24.759941,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,30.694034,18.053188, 0.135011754,33167.624
VCFC_176,VCF24A014,2024-09-02,245,48.25268,16.33831,  1, 0, 0, 0, 0,  0,   5,  1, 0, 0, 0,0, 0,-0.617565227,1.101398e-03,221.75188,62.14000,101603.0, 0.598665520,15.5860196,23.872760,13.25449, 864.3170,7240516,17.427948,271.314392,653991.3,29.777247,17.719245, 0.072814242,32684.963
VCFC_177,VCF24A001,2024-09-02,245,48.29099,16.33058, 69, 0, 0, 0, 0,  0,  89,  0, 0, 0, 0,0, 0,-0.342298987,1.737457e-03,217.54544,62.70047,101603.0, 0.497085826,15.7339481,23.945131,13.11834, 870.5637,6911278,17.348047,280.750183,638241.5,29.930388,17.433545, 0.065826966,32142.969
VCFC_178,VCF24A143,2024-09-05,248,46.61772,14.04123, 90, 0, 0, 0, 0,  2,  19,  3, 0, 0, 0,0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_179,VCF24A083,2024-08-05,217,48.19731,16.38548,  1, 0, 0, 0, 0,  1,  17, 11, 0, 0, 0,0, 0,-0.853854143,3.955558e-02,243.89849,55.10538,101385.1, 1.811503006,13.4168085,23.545305,14.29258, 747.7181,7301200,25.480169, 97.532524,940052.4,29.239855,19.529901, 0.972598661,27598.869
VCFC_180,VCF24A127,2024-09-08,251,48.22128,16.32275,  0, 0, 0, 0, 0,  0,  10, 15, 1, 0, 0,0, 0, 0.263538307,5.599495e-02,200.95614,58.02955,101486.1,-0.412910327,14.7664322,24.342173,13.74414, 833.0399,7304926,17.958279,273.866486,654495.0,31.324995,19.052595, 0.524798785,35502.260
VCFC_181,VCF24A149,2024-09-06,249,48.16594,16.32444,  0, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0, 0.362859123,1.253731e-03,213.16541,55.22105,101571.1,-0.510443905,14.7914075,25.127395,13.52439, 780.4857,7278145,17.717810,265.066528,659387.6,31.876824,17.776867, 0.127993473,36932.130
VCFC_182,VCF24A010,2024-09-09,252,48.15257,16.37012, 12,16, 8, 0, 2,  0,   0,  0, 0, 1, 3,0, 0, 1.218282281,9.050860e-02,192.40438,56.41464,101409.8,-1.185695481,14.3825509,24.415938,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,31.294628,18.061400, 1.725560627,33099.532
VCFC_183,VCF24A010,2024-09-09,252,48.15257,16.37012, 15, 0, 0, 0, 0,  0,   2,  6, 3, 0, 0,0, 0, 1.218282281,9.050860e-02,192.40438,56.41464,101409.8,-1.185695481,14.3825509,24.415938,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,31.294628,18.061400, 1.725560627,33099.532
VCFC_184,VCF24A009,2024-09-07,250,48.43389,16.47867, 54, 0, 0, 0, 0,  2,   5,  0, 0, 0, 0,0, 0, 0.308470200,2.217393e-04,212.51479,56.35796,101583.6,-0.549999044,14.3216798,24.435842,13.09008, 730.5518,7261222,17.482796,253.912628,681939.6,31.537723,18.014759, 0.039421369,37515.922
VCFC_185,VCF24A009,2024-09-07,250,48.43389,16.47867, 49, 9, 0, 0, 0,  2,   4,  0, 0, 0, 0,0, 0, 0.308470200,2.217393e-04,212.51479,56.35796,101583.6,-0.549999044,14.3216798,24.435842,13.09008, 730.5518,7261222,17.482796,253.912628,681939.6,31.537723,18.014759, 0.039421369,37515.922
VCFC_186,VCF24A147,2024-08-29,241,46.64063,13.89183,174,16, 0, 0, 0, 11,  10,  0, 0, 0, 0,0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_187,VCF24A141,2024-08-11,223,48.21570,16.38965, 10, 0, 0, 0, 0,  0,  17,  2, 0, 0, 0,0, 0,-0.814400935,2.112802e-02,249.58334,55.62919,101447.8, 1.297789990,13.9393871,24.030625,14.23001, 738.9146,7301966,25.438141,101.304283,938614.4,29.834843,19.097419, 0.898568890,29899.205
VCFC_188,VCF24A021,2024-08-11,223,48.20772,16.22954,  9, 3, 0, 1, 0,  1,   5,  0, 0, 0, 0,0, 0,-0.279099415,5.052228e-02,239.62107,66.14888,101468.9, 1.046559694,14.6676716,22.176348,12.63577, 933.5536,6964544,23.552259, 76.110916,961611.6,29.616008,15.365675, 1.255333928,30393.524
