sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,INCAL_WindSpeedNorth_daily,INCAL_RainfallRate_daily,INCAL_GlobalRadiation_daily,INCAL_RelativeHumidity_daily,INCAL_AirPressure_daily,INCAL_WindSpeedEast_daily,INCAL_DewPointTemperature_daily,INCAL_Temperature2m_daily,Yearly_TM,Yearly_RR,Yearly_SA,Monthly_TM,Monthly_RR,Monthly_SA,Daily_TX,Daily_TN,Daily_RR,Daily_SA
VCFC_189,VCF24A014,2024-09-11,254,48.25268,16.33831,  2, 0, 0, 0, 0,  0,  39,  8, 0, 0, 0,0, 0, 0.189117535,9.001815e-02,193.83497,61.25554,101305.2, 0.266935418,13.7555651,22.418682,13.25449, 864.3170,7240516,17.427948,271.314392,653991.3,29.985652,17.527935, 1.845965862,32298.353
VCFC_192,VCF24A149,2024-09-13,256,48.16594,16.32444,  0, 0, 0, 0, 0,  1,   2,  2, 0, 0, 0,0, 0, 0.172169069,2.939866e-01,156.63951,62.91555,101204.9, 1.198818551,12.1466440,20.474907,13.52439, 780.4857,7278145,17.717810,265.066528,659387.6,28.131126,16.052983, 6.320828994,27454.773
VCFC_193,VCF24A141,2024-09-11,254,48.21570,16.38965, 17,10, 0, 0, 0,  1,   2,  0, 0, 0, 0,0, 0, 0.423470631,1.092239e-01,186.12823,56.89678,101293.2,-0.007510132,13.5480107,23.526934,14.23001, 738.9146,7301966,18.588263,227.330383,669528.6,31.039079,19.247672, 1.762571214,32963.979
VCFC_194,VCF24A143,2024-09-13,256,46.61772,14.04123,  2, 0, 0, 0, 0,  0,  49,  0, 0, 0, 0,0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_195,VCF24A129,2024-09-13,256,48.22174,16.37239,  5, 0, 0, 0, 0,  4,  25, 33, 0, 0, 0,0, 0,-0.027173988,3.415327e-01,159.48402,61.73329,101204.1, 1.209119254,12.2227884,20.912108,14.37381, 755.4401,7364048,18.670694,232.965027,664853.3,28.586139,17.912976, 5.688575443,27436.935
VCFC_196,VCF24A025,2024-09-16,259,48.25581,16.41991,693, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0, 0.015630292,6.582518e-01,127.31264,68.66960,101181.2, 1.372792323,11.0723248,18.028125,13.79937, 738.8368,7332009,18.149418,227.822754,668716.9,23.878919,14.491346,14.389724116,19924.504
VCFC_197,VCF24A010,2024-09-16,259,48.15257,16.37012,  0, 6, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.127632745,4.873085e-01,132.28953,68.10451,101207.0, 3.128489534,10.7899646,17.745507,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,23.737072,14.052435,15.050330154,20036.527
VCFC_198,VCF24A010,2024-09-16,259,48.15257,16.37012,  3, 0, 0, 0, 0,  0,   5,  1, 0, 0, 0,0, 0,-0.127632745,4.873085e-01,132.28953,68.10451,101207.0, 3.128489534,10.7899646,17.745507,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,23.737072,14.052435,15.050330154,20036.527
VCFC_199,VCF24A146,2024-09-16,259,48.20210,16.34320,  5, 0, 0, 0, 0,  8,  35,  4, 1, 0, 0,0, 0,-0.031346079,4.554686e-01,131.42753,68.36386,101221.7, 2.717014472,10.9363654,17.938404,14.29870, 789.3160,7294960,18.613796,258.738403,660573.8,23.808894,15.416253,16.349066997,19675.316
VCFC_200,VCF24A142,2024-09-17,260,48.25192,16.32059,  0, 1, 0, 0, 0,  0,  15,  0, 0, 0, 0,0, 0,-0.321534665,6.273401e-01,133.65918,74.50311,101278.0, 3.624879722,10.9916939,16.405377,12.87590, 898.6568,7187462,17.030109,286.912598,649804.2,21.708017,12.730782,18.118564360,18850.325
VCFC_201,VCF24A014,2024-09-17,260,48.25268,16.33831,  0, 0, 0, 0, 0,  0,  11,  9, 0, 0, 0,0, 0,-0.350110579,6.313599e-01,134.86502,73.38961,101269.9, 2.928611203,11.0368706,16.664115,13.25449, 864.3170,7240516,17.427948,271.314392,653991.3,22.104072,13.165935,17.114880361,18929.725
VCFC_202,VCF24A005,2024-09-19,262,48.20219,16.29594,  5, 0, 0, 0, 0,  0,  12, 14, 0, 0, 0,0, 0,-0.626368435,5.542300e-01,125.20650,77.03565,101408.7, 3.038622383,10.8475674,15.472402,13.20311, 845.4929,7228574,17.310307,290.442780,650493.5,20.950755,12.241101,19.000563343,18001.936
VCFC_203,VCF24A025,2024-09-19,262,48.25581,16.41991,275, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.281823239,7.022982e-01,123.63226,73.81634,101361.0, 1.557111976,11.0649243,16.414133,13.79937, 738.8368,7332009,18.149418,227.822754,668716.9,21.634567,13.266072,14.866768094,18455.707
VCFC_204,VCF24A001,2024-09-22,265,48.29099,16.33058, 22, 0, 0, 0, 0,  0,  55,  0, 0, 0, 0,0, 0,-0.682396545,7.364648e-01,127.67357,80.46842,101510.4, 2.290230266,10.4318478,14.160180,13.11834, 870.5637,6911278,17.348047,280.750183,638241.5,19.571789,10.953002,18.351911305,18579.682
VCFC_205,VCF24A010,2024-09-23,266,48.15257,16.37012,  4, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-1.741276536,4.126718e-01,129.16224,75.69930,101519.7, 4.173451765, 9.9377007,14.607898,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,19.706400,10.918884,15.078554667,19663.524
VCFC_206,VCF24A010,2024-09-23,266,48.15257,16.37012,  0,14, 0, 0, 0,  0,   0,  0, 0, 2, 1,0, 0,-1.741276536,4.126718e-01,129.16224,75.69930,101519.7, 4.173451765, 9.9377007,14.607898,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,19.706400,10.918884,15.078554667,19663.524
VCFC_207,VCF24A054,2024-09-22,265,48.23861,16.38297,  2, 0, 0, 0, 0,  0,  19, 69, 0, 0, 0,0, 0,-1.014148778,6.185820e-01,128.63634,76.91560,101488.0, 2.500745523,10.3212792,14.797074,13.93061, 754.6767,7336334,18.241186,227.674088,663011.4,20.351636,11.834929,14.869858051,19308.014
VCFC_208,VCF24A019,2024-09-20,263,48.20722,16.37597,  0, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-0.684433855,5.447717e-01,129.61104,73.65999,101467.0, 2.801776501,10.9083917,16.164596,14.58838, 756.9610,7310318,18.912287,239.077026,669274.1,21.204882,13.665012,15.608800791,18345.546
VCFC_209,VCF24A147,2024-09-16,259,46.64063,13.89183,250,16, 0, 0, 0,  6,   8,  0, 0, 1, 0,0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_210,VCF24A005,2024-09-27,270,48.20219,16.29594,  0, 0, 0, 0, 0,  0,  14,  5, 0, 0, 0,0, 0,-0.206705284,3.644966e-01,123.76129,78.07145,101529.3, 2.040316459,10.4663018,14.654989,13.20311, 845.4929,7228574,17.310307,290.442780,650493.5,18.866246,10.449527,15.900106172,17289.503
VCFC_211,VCF24A128,2024-09-26,269,48.20730,16.52647,  1, 1, 0, 0, 0,  1,   0,  1, 0, 0, 0,0, 0,-0.076168056,4.376518e-01,120.24609,77.95973,101486.8, 1.456088574,10.6170569,14.845353,13.30000, 685.3202,7412978,17.799999,227.736923,691600.3,19.352286,10.427507,12.939532424,18577.502
VCFC_212,VCF24A014,2024-09-25,268,48.25268,16.33831,  4, 0, 0, 0, 0,  1,   5,  2, 0, 0, 0,0, 0,-0.514680080,6.065486e-01,122.48686,79.47032,101504.4, 2.629898485,10.0790174,13.962052,13.25449, 864.3170,7240516,17.427948,271.314392,653991.3,18.655397,10.291501,16.438227640,18991.459
VCFC_213,,2024-09-25,268,48.19421,16.35675,  0, 0, 0, 0, 0,  0,   2,  1, 0, 0, 0,0, 0,-0.275320766,4.063170e-01,117.96239,74.36275,101509.3, 2.383120738,10.1373234,15.114065,14.43660, 776.5078,7284528,18.736013,253.394608,665894.7,19.552458,11.802132,15.196699670,19173.488
VCFC_214,VCF24A149,2024-09-23,266,48.16594,16.32444,  0, 0, 0, 0, 0,  0,   1,  2, 0, 0, 0,0, 0,-1.418959298,4.323740e-01,128.57773,76.53054,101528.0, 3.327564762, 9.9614807,14.466998,13.52439, 780.4857,7278145,17.717810,265.066528,659387.6,19.625538,10.787442,16.908675598,19385.194
VCFC_215,VCF24A133,2024-09-28,271,48.24505,16.37221,  7, 0, 0, 0, 0,  0,   2,  0, 0, 0, 0,0, 0,-0.470715527,2.659492e-01,133.75048,74.65776,101619.4, 1.016879448,10.4660347,15.359369,13.85212, 777.1276,7352119,18.062683,234.545334,660304.4,19.962094,11.544330, 9.892282894,18169.642
VCFC_216,VCF24A022,2024-09-29,272,48.21183,16.39246,  0, 0, 0, 0, 0,  1,  16,  5, 0, 0, 0,0, 0,-0.148464564,8.434138e-02,137.89676,70.73074,101684.3, 0.592406655,10.0984457,15.841093,14.27861, 738.0645,7297200,18.629606,228.347626,670910.1,20.523682,12.416766, 3.200159367,20091.093
VCFC_217,VCF24A010,2024-09-30,273,48.15257,16.37012,  0, 4, 2, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.023059720,2.816896e-02,148.49101,70.91054,101695.9,-0.008253433, 9.9190152,15.551115,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,20.521600,11.100384, 1.721807646,21970.996
VCFC_218,VCF24A010,2024-09-30,273,48.15257,16.37012,  5, 5, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0,-0.023059720,2.816896e-02,148.49101,70.91054,101695.9,-0.008253433, 9.9190152,15.551115,13.52043, 729.4509,7325177,17.824461,237.183105,668973.4,20.521600,11.100384, 1.721807646,21970.996
VCFC_219,VCF24A019,2024-09-30,273,48.20722,16.37597,  4, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 0.166739528,3.763470e-02,145.62431,68.17589,101700.9, 0.133034601, 9.9198426,16.187526,14.58838, 756.9610,7310318,18.912287,239.077026,669274.1,21.009978,12.698017, 1.826968845,22106.720
VCFC_220,VCF24A149,2024-10-01,274,48.16594,16.32444,  0, 0, 0, 0, 0,  0,   0,  5, 0, 0, 0,0, 0, 0.311743726,3.378465e-02,138.89313,72.07698,101610.0, 0.059622091, 9.8008013,15.188399,13.52439, 780.4857,7278145,12.681050, 43.138515,430111.7,20.936895,10.780174, 0.870791359,22182.951
VCFC_221,VCF24A003,2024-09-05,248,48.24752,16.43900,  0, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0,-0.192848499,6.407372e-03,215.38488,55.28236,101547.2,-0.070968309,14.6503656,25.226973,13.73870, 721.7471,7329652,18.098564,225.966751,672689.6,32.023615,18.182736, 0.013333334,36950.635
VCFC_222,VCF24A004,2024-09-29,272,48.22681,16.16493, 11, 0, 0, 0, 0,  0,  11,  3, 0, 0, 0,0, 0, 0.526909022,1.322037e-01,138.42949,77.91199,101710.1, 0.431009585,10.0553663,14.182734,12.19812,1046.7411,6747730,16.231016,427.401672,637133.0,19.000810, 9.819322, 7.265321170,19043.406
VCFC_223,VCF24A014,2024-10-02,275,48.25268,16.33831,  6, 0, 0, 0, 0,  0,  14,  1, 0, 0, 0,0, 0, 0.110651318,4.712375e-02,130.04552,73.76516,101536.4, 0.434353530, 9.5257000,14.448785,13.25449, 864.3170,7240516,12.435042, 46.237694,429137.1,20.255122,10.761813, 1.259231567,20801.745
VCFC_224,VCF24A129,2024-10-02,275,48.22174,16.37239,  8, 0, 0, 0, 0,  1,  18, 14, 2, 0, 0,0, 0, 0.119212779,5.922760e-02,128.55002,70.93936,101533.9, 0.264685091, 9.5791797,15.183049,14.37381, 755.4401,7364048,13.373890, 40.764618,450267.6,21.133334,12.205101, 1.115811507,21131.556
VCFC_225,VCF24A001,2024-10-04,277,48.29099,16.33058, 71, 3, 0, 0, 0,  0,  21,  0, 0, 0, 0,0, 0,-0.060841897,1.007071e-01,110.02026,77.43646,101418.4, 0.575310749, 9.3174263,13.482120,13.11834, 870.5637,6911278,12.332876, 48.689484,389905.8,18.758250,10.108349, 2.187318693,16006.438
VCFC_226,VCF24A055,2024-10-06,279,48.26137,16.38409, 33, 0, 1, 0, 0,  4,   3,  5, 1, 0, 0,0, 0,-0.402687503,7.944441e-02,100.62155,77.55119,101302.1, 0.692723407, 9.1443242,13.250780,13.79656, 777.5774,7344424,12.796611, 42.831142,428786.8,18.300796,10.607383, 1.955494884,12999.730
VCFC_227,VCF24A054,2024-10-06,279,48.23861,16.38297, 28, 0, 0, 0, 0,  5,  24, 49, 0, 0, 0,0, 0,-0.462557116,8.059976e-02,100.05044,76.71048,101301.9, 0.876655129, 9.0858256,13.358445,13.93061, 754.6767,7336334,12.930607, 41.096653,441680.5,18.393379,10.797299, 1.876038531,12890.101
VCFC_228,VCF24A131,2024-10-04,277,48.21012,16.41283,  0, 0, 0, 0, 0,  2,   4, 10, 0, 0, 0,0, 0,-0.088035119,8.125746e-02,109.34865,73.13636,101408.8, 0.759668552, 9.1728744,14.301505,13.79105, 723.9430,7279606,12.791050, 39.671272,421796.9,19.432568,10.809114, 1.827799105,16844.663
VCFC_229,VCF24A160,2024-10-07,280,48.34270,16.40195, 19, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0, 0.092045148,8.845540e-02, 96.12004,81.86411,101282.9, 0.331954752, 9.1153505,12.355135,13.05845, 775.9929,7236271,12.295900, 43.718227,427516.9,17.174310, 9.499391, 2.006893971,12527.483
VCFC_230,VCF24A067,2024-10-08,281,48.29614,16.56400,  0, 0, 0, 0, 0,  0,  16,  7, 0, 0, 0,0, 0, 0.008964562,8.264698e-02,101.12790,79.88799,101222.2, 0.318187164, 9.2778270,12.946163,13.39325, 666.0167,7501088,12.402946, 37.350151,435915.9,17.619162, 9.831101, 2.142218326,11312.457
VCFC_231,VCF24A009,2024-10-09,282,48.43389,16.47867, 40, 8, 0, 0, 0,  1,  21,  0, 0, 0, 0,0, 0,-0.057542484,1.157801e-01, 92.62059,82.99339,101163.9, 0.156673706, 9.1911452,12.226625,13.09008, 730.5518,7261222,12.168897, 42.675167,422359.1,17.063576, 9.577752, 2.196988580,11458.016
VCFC_232,VCF24A009,2024-10-09,282,48.43389,16.47867, 23, 8, 0, 0, 0,  0,  16,  0, 0, 0, 0,0, 0,-0.057542484,1.157801e-01, 92.62059,82.99339,101163.9, 0.156673706, 9.1911452,12.226625,13.09008, 730.5518,7261222,12.168897, 42.675167,422359.1,17.063576, 9.577752, 2.196988580,11458.016
VCFC_233,VCF24A159,2024-10-11,284,48.23098,16.46349,  6, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.352441862,8.884625e-02,102.21272,78.27448,101271.6, 0.862262270, 8.4684695,12.384926,13.59503, 703.1818,7349936,12.595325, 38.982063,427939.1,17.114196, 9.913403, 2.545622221,10974.426
VCFC_234,VCF24A157,2024-10-10,283,48.17803,16.27124,  0, 0, 0, 0, 0,  0,   3, 14, 0, 0, 0,0, 0,-0.465784448,1.008214e-01, 97.53676,82.41249,101221.8, 1.201913574, 8.8719053,11.967042,13.00343, 845.9518,7156368,12.347727, 47.113598,409209.8,17.128249, 8.937857, 3.049993264,10313.784
VCFC_235,VCF24M010,2024-10-12,285,48.26103,16.33822,  2,10, 0, 0, 0,  1,   0,  0, 0, 0, 0,0, 0,-0.430334958,1.067130e-01, 96.13782,82.73869,101287.5, 1.395598820, 8.2755435,11.280110,12.89601, 880.5118,7090856,12.184943, 47.365177,415680.0,15.852511, 8.567422, 2.842118733,12074.538
VCFC_236,VCF24M010,2024-10-12,285,48.26103,16.33822, 86,18, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.430334958,1.067130e-01, 96.13782,82.73869,101287.5, 1.395598820, 8.2755435,11.280110,12.89601, 880.5118,7090856,12.184943, 47.365177,415680.0,15.852511, 8.567422, 2.842118733,12074.538
VCFC_237,VCF24M011,2024-10-12,285,48.25405,16.31076, 69,30, 0, 0, 0,  0,   0,  0, 0, 0, 0,4, 0,-0.353129588,1.084340e-01, 96.15477,84.32380,101294.0, 1.828167366, 8.3615239,11.073333,12.61957, 919.7615,7094968,12.010236, 48.555794,410744.5,15.675515, 8.269313, 2.921082545,11883.212
VCFC_238,VCF24A163,2024-10-13,286,48.29387,16.32459,  6, 0, 0, 0, 0,  0,   6,  0, 0, 0, 0,0, 0,-0.047853024,1.384580e-01, 91.89382,84.33016,101247.9, 0.862944675, 8.6486788,11.359138,13.33085, 883.4036,6968676,12.491674, 49.493057,389096.1,16.290782, 8.555502, 3.003862085,11422.189
VCFC_239,VCF24A084,2024-10-13,286,48.29387,16.29527,121, 4, 0, 0, 0,  1,   6,  1, 0, 0, 0,0, 0, 0.191931582,1.487361e-01, 92.88442,85.80921,101250.0, 1.134884434, 8.5657833,11.003117,12.79534, 946.0264,6789198,12.151192, 52.623383,374571.2,15.936762, 8.041031, 3.186241160,11274.880
VCFC_240,VCF24A004,2024-10-13,286,48.22681,16.16493,  8, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0, 0.242011358,1.440017e-01, 96.36679,87.47282,101261.1, 0.996129566, 8.5759698,10.717199,12.19812,1046.7411,6747730,11.796357, 56.254288,393526.1,15.587611, 7.288806, 3.416892483,11391.632
VCFC_241,VCF24A019,2024-10-12,285,48.20722,16.37597,  0, 0, 0, 0, 0,  0,   1,  0, 1, 0, 0,0, 0,-0.496594246,8.701284e-02, 98.91130,77.06915,101287.8, 1.232561831, 8.5165089,12.634919,14.58838, 756.9610,7310318,13.561987, 41.029442,439497.5,16.960221,10.430116, 2.462242434,12542.223
VCFC_242,VCF24A091,2024-10-13,286,48.18725,16.34937,  0, 0, 0, 0, 0,  0,  26,  5, 0, 0, 0,0, 0,-0.082312461,7.904085e-02, 98.88266,78.33311,101245.8, 1.049738905, 8.6354613,12.487644,14.11074, 776.5085,7285809,13.176843, 42.195194,444338.0,16.730993, 9.535300, 2.572900153,12097.921
VCFC_243,VCF24A142,2024-10-13,286,48.25192,16.32059,  2, 0, 0, 0, 0,  0,  10,  1, 0, 0, 0,0, 0,-0.200812302,1.064364e-01, 95.26177,83.79008,101246.5, 1.467262826, 8.4857102,11.286114,12.87590, 898.6568,7187462,12.175533, 47.558205,420245.7,15.834969, 8.195746, 2.901699754,11700.431
VCFC_244,VCF24A149,2024-10-13,286,48.16594,16.32444,  0, 0, 0, 0, 0,  0,   2,  1, 0, 0, 0,0, 0,-0.201624816,9.308042e-02, 99.79085,80.64818,101245.7, 1.041389206, 8.5244162,11.929889,13.52439, 780.4857,7278145,12.681050, 43.138515,430111.7,16.551435, 8.651849, 2.635491489,12030.608
VCFC_245,VCF24A006,2024-10-11,284,48.23286,16.29051,  0, 0, 0, 0, 0,  0,   0,  1, 0, 0, 0,0, 0,-0.830531820,1.024045e-01, 99.38431,84.46242,101301.9, 1.588044852, 8.4189251,11.122725,12.62921, 913.4418,7043172,12.060353, 48.197834,421025.2,16.100211, 8.814410, 3.074242452,10172.063
VCFC_246,VCF24A080,2024-10-15,288,48.22254,16.32882,  7, 0, 0, 0, 0,  1,   2, 16, 0, 0, 0,0, 0,-0.266182176,8.895116e-02, 96.27235,81.91276,101324.1, 1.018603713, 8.6715252,11.820084,13.79721, 823.1294,7313541,12.896675, 43.247852,449256.7,16.443305, 9.401514, 2.748832876,11157.113
VCFC_247,VCF24A030,2024-10-15,288,48.18828,16.30546,  1, 0, 0, 0, 0,  0,   5,  2, 0, 0, 0,0, 0,-0.152055648,9.516509e-02, 95.89380,81.71611,101327.4, 0.951008220, 8.6986816,11.892721,13.46038, 811.0170,7228854,12.675607, 43.790680,422848.6,16.448267, 8.841557, 2.800457611,10727.885
VCFC_248,VCF24A128,2024-10-15,288,48.20730,16.52647,  6, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.097069254,8.654970e-02, 94.19854,80.04861,101335.4, 0.598785598, 8.6425748,12.147468,13.30000, 685.3202,7412978,12.388921, 37.467701,435887.0,16.518742, 8.754052, 2.405871057,11600.024
VCFC_249,VCF24A066,2024-10-15,288,48.20153,16.39083,  5,15, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0,-0.100772078,9.140958e-02, 94.96721,77.95747,101321.1, 0.885681603, 8.6152762,12.519892,14.29507, 741.4910,7299603,13.298579, 40.610500,430920.2,16.760936, 9.983744, 2.564410111,11079.188
VCFC_250,VCF24A162,2024-10-16,289,48.19354,16.36931,  3, 0, 0, 0, 0,  3,  14,  0, 0, 0, 0,0, 0, 0.261518632,7.132038e-02, 97.71175,76.84892,101424.1, 0.544035314, 8.5701981,12.675490,14.50556, 763.8929,7268427,13.509159, 41.692444,438102.4,16.488086,10.330128, 2.618217131,12068.864
VCFC_251,VCF24A010,2024-10-15,288,48.15257,16.37012, 16, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 0.110825043,9.888024e-02, 96.42918,79.43809,101317.0, 0.830300097, 8.5080317,12.117951,13.52043, 729.4509,7325177,12.649064, 41.069111,423745.8,16.482766, 8.872290, 2.614790893,11155.933
VCFC_252,VCF24A082,2024-10-14,287,48.30174,15.89634,296, 0, 0, 0, 0,  1,   2,  0, 0, 0, 0,0, 0, 0.097236545,1.268028e-01, 90.32333,85.55626,101268.1, 1.242567166, 8.6980696,11.164116,13.06452, 851.2673,7057580,12.464524, 44.339054,440359.6,16.424908, 7.844882, 2.722581923,11858.769
VCFC_253,VCF24A128,2024-10-21,294,48.20730,16.52647,  7, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 1.265158958,3.167642e-02,104.66879,74.21599,101884.4,-0.997187549, 7.6615476,12.314594,13.30000, 685.3202,7412978,12.388921, 37.467701,435887.0,16.928809, 8.325670, 0.945365431,18732.417
VCFC_254,VCF24A005,2024-10-22,295,48.20219,16.29594,  0, 0, 0, 0, 0,  0,   4, 16, 0, 0, 0,0, 0, 1.011212054,4.193382e-02,103.38437,79.35441,102043.1,-0.514438504, 7.8690847,11.509324,13.20311, 845.4929,7228574,12.471852, 45.045708,434484.7,16.756864, 8.505219, 1.260737438,18136.213
VCFC_255,VCF24A084,2024-10-17,290,48.29387,16.29527,108, 4, 0, 0, 0,  0,   6,  0, 0, 0, 0,0, 0, 0.796758657,1.375218e-01,101.10431,84.35965,101475.5, 0.412881084, 8.3948326,11.085240,12.79534, 946.0264,6789198,12.151192, 52.623383,374571.2,15.772477, 8.240484, 3.003286690,11440.573
VCFC_256,VCF24A157,2024-10-22,295,48.17803,16.27124,  0, 0, 0, 0, 0,  0,   0, 24, 0, 0, 0,0, 0, 0.947263382,4.570676e-02,104.44064,79.54231,102041.5,-0.610205166, 7.8850438,11.490546,13.00343, 845.9518,7156368,12.347727, 47.113598,409209.8,16.790211, 8.189562, 1.346254353,17191.638
VCFC_257,VCF24A010,2024-10-22,295,48.15257,16.37012,  0, 1, 2, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 2.761319841,4.729476e-02,100.11855,75.74591,102036.4,-1.818570618, 7.6793575,11.998831,13.52043, 729.4509,7325177,12.649064, 41.069111,423745.8,16.837346, 8.823939, 1.175794886,18018.025
VCFC_258,VCF24A010,2024-10-22,295,48.15257,16.37012, 22, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0, 2.761319841,4.729476e-02,100.11855,75.74591,102036.4,-1.818570618, 7.6793575,11.998831,13.52043, 729.4509,7325177,12.649064, 41.069111,423745.8,16.837346, 8.823939, 1.175794886,18018.025
VCFC_259,VCF24A155,2024-10-22,295,48.28229,15.71151,220, 0, 0, 0, 0,  3,   6,  1, 0, 0, 0,0, 0,-0.022151143,3.590230e-02,106.17662,79.69207,101978.1,-0.221869930, 7.9947460,11.602213,12.86351, 851.1228,6877690,12.270655, 40.860508,453077.2,17.303852, 7.975379, 1.245260028,20584.103
VCFC_260,VCF24A014,2024-10-23,296,48.25268,16.33831,  3, 0, 0, 0, 0,  0,   1,  0, 0, 0, 0,0, 0, 1.025415225,3.664851e-02,100.28331,77.67007,102229.9,-0.312746576, 7.3864598,11.332406,13.25449, 864.3170,7240516,12.435042, 46.237694,429137.1,15.895028, 8.600557, 0.995993599,16984.651
VCFC_261,VCF24A149,2024-10-26,299,48.16594,16.32444,  7, 0, 0, 0, 0,  0,   2,  0, 0, 0, 0,0, 0, 2.635252470,8.793443e-03, 90.71677,78.58703,102463.1,-2.189660353, 8.0328956,11.825400,13.52439, 780.4857,7278145,12.681050, 43.138515,430111.7,15.557135, 8.470398, 0.266857428,16480.988
VCFC_262,VCF24A005,2024-10-28,301,48.20219,16.29594,  0, 0, 0, 0, 0,  0,   5, 22, 0, 0, 0,0, 0, 1.344858366,2.809992e-03, 90.06745,81.61886,102585.1,-1.500623201, 8.5990382,11.828470,13.20311, 845.4929,7228574,12.471852, 45.045708,434484.7,15.552016, 8.827627, 0.242308975,16344.073
VCFC_263,VCF24A035,2024-10-27,300,48.15649,16.28339, 59, 0, 0, 0, 0,  0,   4,  0, 0, 0, 0,0, 0, 1.460519943,1.122995e-02, 91.80824,80.35732,102544.2,-1.535778479, 8.3031690,11.760241,13.02802, 799.6995,7245432,12.326941, 45.009968,407426.1,15.494685, 8.253310, 0.278879318,13504.607
VCFC_264,VCF24A035,2024-10-27,300,48.15649,16.28339,  6,10, 6, 0, 0,  0,   0,  0, 1, 0, 0,0, 0, 1.460519943,1.122995e-02, 91.80824,80.35732,102544.2,-1.535778479, 8.3031690,11.760241,13.02802, 799.6995,7245432,12.326941, 45.009968,407426.1,15.494685, 8.253310, 0.278879318,13504.607
VCFC_265,VCF24A010,2024-10-30,303,48.15257,16.37012, 30, 2, 0, 0, 0,  0,   0,  2, 0, 0, 0,0, 0, 2.794878502,5.261617e-03, 84.07374,80.16466,102612.9,-2.509322231, 9.0067982,12.493788,13.52043, 729.4509,7325177,12.649064, 41.069111,423745.8,16.100024, 9.070115, 0.123129390,16494.793
VCFC_266,VCF24A161,2024-10-29,302,48.20174,16.38917, 17, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 2.256261060,3.101356e-03, 89.71775,77.08358,102603.6,-2.110110544, 8.7386747,12.821507,14.30976, 743.3611,7299568,13.313463, 40.702702,431000.7,15.865646,10.147559, 0.143213517,16311.973
VCFC_267,VCF24A028,2024-10-30,303,48.08389,16.28351, 25, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 0.737671658,4.710158e-03, 87.88245,82.57650,102634.9,-0.322831023, 9.2089933,12.255699,12.95880, 737.7234,7203055,12.174957, 45.555286,392792.0,16.244453, 8.214794, 0.129890612,15105.739
VCFC_268,VCF24A060,2024-10-30,303,48.21634,16.35738, 21, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0, 1.429212307,3.901512e-03, 83.94973,78.81268,102616.5,-1.137568733, 9.0493406,12.813462,14.30324, 775.5921,7330120,13.308948, 41.355160,451437.4,16.170051,10.272247, 0.145340644,18288.879
VCFC_269,VCF24A014,2024-10-31,304,48.25268,16.33831, 26, 0, 0, 0, 0,  0,   2,  0, 0, 0, 0,0, 0, 0.768390203,4.820054e-03, 86.70722,83.07316,102618.6,-0.498751504, 9.0021586,11.964959,13.25449, 864.3170,7240516,12.435042, 46.237694,429137.1,15.885052, 9.269518, 0.159039617,15621.360
