"vienna_zone","n_locations","avg_increase_per_year","avg_total_increase","avg_r2","significant_trends"
"Inner_Vienna",14,0.065853977954818,2.23903525046381,0.514929298112656,14
"Outer_Vienna",62,0.0657204465363856,2.23449518223711,0.522817744017649,62
